Y X N HPCT DIST
0.356131017 0.499752939 198330 0.985594716 3106
0.0001 0.383078426 195041 0.864946345 3201
0.732720613 0.46293354 185100 1 3202
0.264269143 0.450612575 221443 0.922052176 3203
0.639656782 0.43723917 192652 0.996314598 3204
0.298419654 0.428673208 182449 0.997807607 3205
0.704103947 0.487000257 239043 0.957262919 3301
0.421761006 0.487195969 231607 0.982936612 3302
0.316637695 0.450752199 332959 0.946338738 3303
0.729871094 0.615704596 260115 0.954577783 3304
0.741999984 0.661872208 251680 0.93397171 3305
0.655157626 0.513294399 288392 0.897025576 3306
0.454171866 0.480273217 230296 0.965744086 3307
0.745238125 0.608995616 237716 0.935090612 3308
0.726044595 0.72488153 198380 0.977215445 3401
0.329545647 0.390931755 284377 0.977909606 3402
0.633861959 0.469878197 238266 0.994552307 3403
0.717979252 0.405638695 234487 0.98885226 3404
0.71160537 0.606644213 213359 0.982470859 3405
0.406652957 0.499556541 231143 0.990776273 3406
0.465099931 0.384815574 241326 0.991119896 3407
0.418973118 0.450153947 202975 0.997176992 3408
0.679128647 0.455850959 242259 0.977796491 3409
0.330438018 0.437354416 219808 0.993585311 3501
0.506733179 0.419465452 224264 0.987082189 3502
0.29631111 0.323903561 213119 0.715492284 3503
0.715627909 0.434046447 294298 1 3601
0.717369437 0.468076199 310975 1 3701
0.26738739 0.388064235 214632 0.864507622 4001
0.630290806 0.400712311 178577 0.947675233 4002
0.0001 0.364636064 237711 0.788158731 4003
0.9999 0.447149038 199249 0.676470145 4004
0.553650141 0.372938156 190667 0.921176711 4005
0.63878274 0.381188393 195709 0.946834331 4006
0.0001 0.337285936 225927 0.606337445 4007
0.37677291 0.394680917 259744 0.956025933 4008
0.634006441 0.456208438 181656 0.983832078 4009
0.31890592 0.427508593 285089 0.97104413 4010
0.40276286 0.376302481 194822 0.98984201 4101
0.0001 0.375192642 190129 0.633296341 4102
0.652907372 0.390425563 174005 0.67534841 4103
0.9999 0.42671755 194651 0.67752028 4104
0.618534148 0.408457935 188935 0.977230264 4105
0.66882354 0.427546531 211591 0.981648558 4106
0.682259858 0.40874809 210949 0.945470232 4107
0.834580243 0.430873692 212835 0.950802265 4202
0.253093958 0.336846054 220911 0.979534745 4203
0.691941917 0.473954767 196869 0.950713419 4204
0.668828011 0.267846107 220328 0.966663338 4301
0.9999 0.403213799 206982 0.648698921 4302
0.498420686 0.359434783 265311 0.943892262 4304
0.465397716 0.389015585 261771 0.974787123 4306
0.269909024 0.440078586 234140 0.989595968 4308
0.0001 0.394695699 294931 0.759245383 4309
0.26530391 0.335680693 207894 1 4310
0.60842669 0.290483505 270215 1 4311
0.288423061 0.320348203 332226 0.977858446 4313
0.548519135 0.468752474 315017 1 4314
0.339007974 0.467194796 192881 1 4315
0.694044709 0.444173068 218631 1 4316
0.723889351 0.410906702 189975 0.984250559 4319
0.670038223 0.397830456 157175 0.897617306 4401
0.616885304 0.408454597 140586 0.98043902 4402
0.9999 0.424750388 146034 0.668768917 4403
0.602886975 0.409611493 242210 1 4404
0.781978965 0.684946716 165426 1 4405
0.410838902 0.327985078 180246 1 4406
0.647809625 0.293024749 219763 0.948662878 4407
0.9999 0.462208748 159058 0.645651272 4408
0.628791213 0.289605439 195718 0.989714794 4409
0.639798105 0.350587398 189907 0.972460204 4410
0.158161163 0.290481329 210733 0.392771896 4501
0.894691765 0.685889661 164716 0.432665922 4502
0.9999 0.442784965 205086 0.351608593 4503
0.279557139 0.407933891 189239 0.529779802 4504
0.888674438 0.365867853 192411 0.298922619 4505
0.432430863 0.537280023 214458 0.954988856 4508
0.781710327 0.403176755 183143 0.960047613 4601
0.652629077 0.514674067 169789 1 4602
0.888181031 0.338933945 188848 0.981636025 4603
0.554756165 0.427170128 199204 0.997053272 4604
0.450194538 0.296999246 180455 1 4605
0.651938796 0.460926831 180725 1 4701
0.9999 0.502595127 186504 0.690773388 4702
0.9999 0.422920108 148638 0.641309759 4703
0.580073714 0.442951918 237852 0.955964213 4704
0.526126385 0.396654725 205065 1 4705
0.375293493 0.39126572 194773 0.957740549 4706
0.672538698 0.486038923 150669 1 4707
0.51492393 0.381118923 192722 0.999766503 4708
0.340590835 0.388189435 230099 0.916196941 4709
0.389683276 0.345419675 184092 1 4710
0.503550172 0.405809909 216286 0.995640032 4711
0.362237304 0.3845478 162773 0.978436227 4801
0.469313383 0.394368023 171023 1 4802
0.540998042 0.335324526 162550 1 4803
0.521502435 0.323364705 168763 1 4804
0.698397577 0.401864082 152783 1 4805
0.760784507 0.440193594 159105 0.997309953 4806
0.622405708 0.473324448 204963 0.960773408 4901
0.9999 0.500894845 197794 0.736190178 4902
0.181778684 0.253108799 288133 0.966598758 4903
0.674253583 0.389256299 214712 0.962759417 4904
0.614326298 0.501416087 161006 0.964268412 4905
0.323585689 0.375075191 254357 0.957229406 4906
0.208625495 0.225940078 251310 0.931228363 4907
0.0001 0.453342557 164529 0.550073239 4908
0.9999 0.528748512 199645 0.687570438 4909
0.9999 0.539846182 288999 0.803507971 4910
0.9999 0.417394519 182046 0.73721477 4911
0.9999 0.470034719 185765 0.729195489 4912
0.52464658 0.362070054 189850 0.987358441 4913
0.537006438 0.425015688 212011 0.978425648 4914
0.9999 0.62938571 172778 0.542152357 4915
0.9999 0.524462342 132612 0.788118722 4916
0.9999 0.419283032 203495 0.732519227 4917
0.9999 0.7519719 122599 0.770055221 4918
0.322946101 0.331216335 164699 1 4919
0.719777942 0.675657511 137028 0.958402662 4920
0.0001 0.29105109 271296 0.751905668 4921
0.317425251 0.370739758 190805 0.965404471 4922
0.65782398 0.495337933 187900 0.941894625 4923
0.9999 0.526330888 184973 0.778654182 4924
0.720436454 0.513055146 165452 0.952191572 4925
0.307318956 0.312475294 296049 0.950633172 4926
0.9999 0.536854208 164771 0.637763927 4927
0.9999 0.490031332 188541 0.6220822 5101
0.606110811 0.414658457 175489 0.866669706 5102
0.696955144 0.535152733 189587 0.998844858 5103
0.257793695 0.347783089 208262 0.942005743 5104
0.0001 0.331891984 180616 0.649377685 5105
0.260214537 0.424565315 194917 0.893903559 5106
0.587156534 0.556435704 177237 0.931583134 5107
0.50403744 0.365562856 206736 0.922509868 5201
0.285493284 0.375775605 227399 0.972167864 5202
0.728993177 0.544984221 208940 0.87829999 5203
0.683036685 0.422049612 207677 0.906754239 5204
0.786288023 0.59530288 180068 0.907135082 5205
0.753580272 0.342652202 241589 0.915939881 5206
0.9999 0.823821545 149621 0.786320102 5207
0.372515887 0.53673321 280441 0.980944298 5208
0.473654211 0.387122124 197222 0.996638306 5301
0.648687422 0.468540311 207440 1 5302
0.278288811 0.32121861 213982 0.90124403 5305
0.730922043 0.415072501 173707 0.967871185 5306
0.197785154 0.316661447 171966 0.866421269 5401
0.437656283 0.358389795 182907 0.968639801 5402
0.57393074 0.376800954 188094 1 5403
0.9999 0.422295719 157842 0.596349514 5404
0.9999 0.477041304 199467 0.777411802 5405
0.764770985 0.395534843 184540 0.876151512 5406
0.198784843 0.327093244 205446 0.862815533 5407
0.624008596 0.435729563 159319 0.951261306 5408
0.9999 0.662122548 177446 0.711653123 5409
0.745405912 0.514387965 173270 0.923345068 5601
0.9999 0.483746588 167811 0.705293455 5602
0.74344033 0.526088893 171414 0.943155168 5603
0.61301285 0.58109045 138586 0.927691109 5604
0.278829962 0.344622076 262267 0.976207453 6101
0.733421922 0.561140895 138099 0.98627796 6102
0.293340623 0.350595295 255166 0.967487831 6103
0.0001 0.346719414 256037 0.805539824 6104
0.322021455 0.440488011 245001 0.990106163 6105
0.699298739 0.627917647 198233 0.96608032 6201
0.627351463 0.512081802 234982 1 6202
0.780437887 0.470739871 215703 1 6203
0.269244075 0.442268997 216253 0.988444091 6204
0.248692751 0.318696439 249256 0.969798119 6205
0.361150503 0.425292194 235203 0.908343006 6206
0.342147142 0.398373425 201773 1 6301
0.652241051 0.335495025 199380 0.98394523 6302
0.607740283 0.490526497 186573 1 6401
0.444751441 0.44814375 172795 1 6402
0.655054331 0.427173227 158060 0.982867266 6501
0.414935082 0.360888243 180718 1 6502
0.483210146 0.458212972 178273 0.976721096 6601
0.0001 0.41179207 163449 0.613793905 6602
0.731093347 0.551670551 173116 0.987153123 6603
0.401957333 0.272618771 223697 0.978417234 6701
0.582969844 0.407065988 211860 0.907868404 6702
0.315935761 0.300247729 200228 0.94876341 6703
0.449940473 0.385751247 173980 0.777267502 6801
0.688845873 0.560997128 259914 0.892618328 7101
0.395866096 0.409513772 234986 0.979198761 7102
0.711769581 0.496125877 263028 0.979994525 7103
0.9999 0.484820396 251324 0.720918018 7104
0.798519313 0.720096409 206664 0.80914915 7105
0.733517706 0.647865117 253596 0.949616713 7106
0.684172809 0.539308548 252477 0.984184698 7107
0.680790961 0.705977261 253494 0.945789644 7108
0.729594052 0.575824082 216033 0.969861086 7109
0.9999 0.558105469 182315 0.781614239 7110
0.74403429 0.58654964 215414 0.907712591 7111
0.471189231 0.498535365 266617 0.967331415 7112
0.692414582 0.502316535 218647 0.951026083 7113
0.374040127 0.402170002 277420 1 7114
0.712258577 0.472468495 175290 0.950807234 7115
0.785787344 0.549674034 222712 1 7116
0.285331339 0.405941129 187271 0.968105046 7117
0.699391901 0.534705698 189162 0.95023842 7118
0.491245687 0.452880979 225079 1 7119
0.275921106 0.346893579 230232 0.976562771 7120
0.294530094 0.349460006 274452 0.936965298 7121
0.272061497 0.353208035 245555 0.921398465 7122
0.657024026 0.56463325 244874 0.91901141 7123
0.752574325 0.65669179 162408 0.916660509 7124
0.9999 0.679387152 108932 0.783773363 7125
0.70341593 0.559238315 194300 0.928708183 7126
0.694999576 0.551826715 229592 0.932615248 7127
0.793096244 0.735522985 153813 0.90009297 7128
0.858409941 0.806795299 114138 0.899893112 7129
0.622409225 0.533738077 123866 0.937190189 7130
0.736979306 0.652131915 148059 0.924874543 7131
0.693365395 0.496017665 177409 0.932173678 7132
0.275149316 0.369233429 225654 0.927481897 7133
0.64378047 0.509176731 149563 0.956392958 7134
0.282048732 0.33765009 260998 0.967015073 7135
0.559706032 0.479850829 192812 0.958996328 7136
0.339708269 0.385061443 280750 0.940160285 7137
0.374040782 0.382617861 151765 0.923065265 7138
0.235470966 0.284608185 233637 0.948146056 7139
0.308268249 0.313325405 278723 0.940184341 7140
0.320032507 0.408527762 296866 0.928270668 7141
0.339475483 0.343296617 252126 0.920404877 7142
0.263654768 0.312389404 290490 0.946597129 7143
0.620585501 0.521456361 155129 0.9431312 7144
0.244993493 0.33194524 229574 0.96031345 7145
0.695885777 0.521170199 264735 0.976603018 7201
0.373376787 0.444251627 221289 0.904093742 7202
0.9999 0.615304828 233286 0.817382955 7203
0.719846308 0.547806919 219121 0.687761556 7204
0.498409599 0.489060581 237901 0.934300402 7205
0.446129829 0.503365934 280162 0.981257273 7301
0.9999 0.50331229 240316 0.729002647 7302
0.501416087 0.520931602 218426 0.998992794 7303
0.25470832 0.419362217 187871 1 7304
0.763887763 0.485593706 204494 1 7305
0.675994635 0.51101023 199178 0.935093233 7306
0.763287663 0.675063014 240779 0.945726164 7307
0.291336864 0.433416635 266125 0.927616721 7308
0.373454362 0.378366828 191835 1 8101
0.440966964 0.54586935 174670 0.991824584 8201
0.9999 0.550465107 176409 0.820831137 8202
