Xnew Y W1new W2new
0.94350134923035 0.488090601134105 0.469850059367324 0.792699216264004
0.298964164968907 0.177923962245244 0.0888112782932237 0.215927011183067
0.947505648203578 0.128958564058246 0.130639873176628 0.0986114918204396
0.529869628712953 0.225164509682826 0.251067983538948 0.195969492911322
0.78572305772164 0.351156610786922 0.281379840443475 0.607018099051826
0.357755444940071 0.604321837118801 0.281322349165682 0.784245239532544
0.653980199125802 0.24921669873832 0.263035174972724 0.223099667815352
0.000178886794212594 0.191504882790302 0.244672757450766 0.191495370057947
0.104624849353543 0.149836308143755 0.174902215182468 0.146907349543618
0.257053780338304 0.670126875946731 0.358568315785965 0.7779237844801
0.0142078427311521 0.262071163803863 0.610946422688534 0.257042959050484
0.176523719898222 0.713230803628026 0.373812080054545 0.785989979740412
0.136236849827942 0.683997778181072 0.32955341310087 0.739902436452466
0.223704249608001 0.219176643811513 0.162480299425678 0.235514763877152
0.864645570371838 0.147355104830298 0.147767931442417 0.144717963936712
0.344278323021192 0.226096910686195 0.145949600512173 0.268177236089657
0.913027749530638 0.164233132156938 0.157320388815432 0.236802560475932
0.0614535654748661 0.789597732345213 0.422806643742216 0.813614253371651
0.929227372297646 0.296827006943977 0.263726095137354 0.73143392062371
0.764579517865275 0.200969412647731 0.210667551952579 0.169472583626511
0.749606626237099 0.263149715509267 0.273501179015471 0.232160374541922
0.901374057517354 0.265771808789985 0.251322980426706 0.397824276126071
0.94476592128856 0.106766322114894 0.103656314313492 0.159962273857963
0.157295451777789 0.218370118291455 0.443240720959477 0.176396780052294
0.0918465195386275 0.819946319648092 0.553155844804026 0.84692829691039
0.348160764198886 0.624577923369778 0.30154488066187 0.7971165261933
0.0482355422425531 0.782166719807433 0.255366079918677 0.808865042393076
0.784461213973456 0.581643195980512 0.51718411875926 0.816244340863852
0.197386081966217 0.671693867253844 0.370928900397051 0.745660711170526
0.000339190740793928 0.161639646123393 0.348361514469353 0.161576290304839
0.971079127270483 0.132878712919109 0.131492283493516 0.179430996773696
0.00161429066888865 0.212770008180436 0.26740866380063 0.212681662893535
0.494350567568428 0.272335545570675 0.273175990662249 0.271513880437913
0.98529265200418 0.155328640143213 0.156025357501337 0.108653298424318
0.38568737022862 0.60673407305552 0.310808712556069 0.792526564604107
0.996088120348452 0.0641193852001531 0.0637685539393384 0.153452105598675
0.223692322358756 0.703421002876311 0.353149852798629 0.804351303159079
0.149211870414048 0.189500164946003 0.272957345462222 0.174863381037924
0.612558420806983 0.22696847960132 0.278761480362367 0.145081969585738
0.942546197153485 0.242705591027742 0.250064858399961 0.121974688426716
0.203742577556199 0.401021041453232 0.607863657160896 0.348095132714566
0.0859381256270335 0.8133810920489 0.463450031004566 0.84628085554189
0.810791546588267 0.229643687996353 0.128617052121309 0.662560615706187
0.42583571192934 0.458645857858999 0.53922660719542 0.398882195307329
0.979602689367622 0.441002136368336 0.433006861023714 0.824983798019049
0.85828532450252 0.337726876442432 0.364331885286362 0.176595444084805
0.99838364629664 0.444109155760907 0.444583593429845 0.151060172193704
0.895381976964795 0.132489798148511 0.131746420612352 0.138852056090755
0.871543985465765 0.112885211521742 0.101607031764766 0.189405020810819
0.0359623348193237 0.900571432986709 0.5645621802802 0.913105878148618
0.481696067910038 0.231332283612413 0.311813847754967 0.156535141267005
0.0494089100587103 0.87995153982429 0.650939352732531 0.891854915181052
0.198711896117085 0.627297809670571 0.296154108272287 0.709418325965791
0.953368893379322 0.536239625611079 0.524423549976162 0.777818257741419
0.000144537838010396 0.294163597814354 0.547125586526102 0.294127029949967
0.061683194401788 0.262875486810722 0.509914871135441 0.246635579055383
0.0368861473561408 0.845740032622723 0.461206835581802 0.860467209612694
0.977152399307297 0.345985229698545 0.348783164044203 0.22632241276925
0.884251454567788 0.128507875463649 0.121496782171091 0.1820685437114
0.00299439835979396 0.841165812164348 0.52618099630263 0.8421118349494
0.00272409235621455 0.842827838194138 0.496674653770802 0.843773367146096
0.438210253628466 0.566564051991841 0.302232291907272 0.772749530414782
0.972114696914806 0.183072572301803 0.16487736671748 0.817378991990629
0.231427647157104 0.62963013618826 0.299050317069218 0.72917224104456
0.9853089212861 0.251098031257959 0.252152821739103 0.180354793719127
0.309633677713406 0.78653238077854 0.60459382288411 0.868132978867014
0.0214386311525492 0.234405824330579 0.191608556505222 0.235343440374349
0.103001967568163 0.85064068296791 0.581076241476776 0.881594672671461
0.906026795747403 0.375565639366678 0.3429902230151 0.689636020725858
0.356482580696371 0.641106452423183 0.371123963936571 0.790665813757465
0.809718521149348 0.205859391286043 0.199306798478552 0.233743112759218
0.0543889668733959 0.786106361466578 0.443063392857202 0.80583725715437
0.613426204939919 0.279442206567031 0.21339347252952 0.3842502012616
0.295484772616736 0.693977208385258 0.195140466256849 0.903197187729295
0.45621456746165 0.42936832712272 0.589681759120129 0.294871669690043
0.0271051205620234 0.744012871679032 0.47426300797793 0.751528177527318
0.944011477536196 0.409374529174948 0.38346620818086 0.846209639405317
0.987728676895454 0.346390705233259 0.341844442903179 0.712323020587786
0.951531093226067 0.0661236363648387 0.0629442071361723 0.128541503223244
0.453316199595291 0.525741571930196 0.329429785460553 0.688525457079712
0.94197610708295 0.151950061733116 0.152772747442665 0.138594351816482
0.911559698514515 0.176812320080619 0.17947066991037 0.149412542731921
0.82868560374468 0.194241664624976 0.193061374122813 0.199950990687223
0.498596476827431 0.251666880963562 0.257050936858819 0.246312967047218
0.972825744096212 0.0770615808422484 0.075107262706684 0.147025262687392
0.149110347520172 0.637264340243496 0.343398935295638 0.688761467430585
0.113816860205154 0.570964938587231 0.178622331966146 0.621355429677657
0.94485821020993 0.132003517685719 0.129899325331695 0.16805899265543
0.827566479087381 0.330178999122891 0.349414915553667 0.237859364585571
0.131733807136709 0.715644427266351 0.292508337935536 0.779842859086745
0.135559194544638 0.677594503498773 0.309537751947692 0.73531213606784
0.319854516180357 0.635193971292811 0.312756607859834 0.78682777513745
0.70094071253603 0.27598665134259 0.291173554533426 0.240391305569946
0.0376821391222256 0.88533287259627 0.37611659879939 0.905272602754673
0.0629602661415958 0.190666885670735 0.217440896501136 0.188867923698633
0.96607882654105 0.163472699542865 0.165306004795329 0.111259960230197
0.970898620826724 0.58095609729945 0.571547244516339 0.894860195668524
0.863599603782516 0.408478719986122 0.420729036401248 0.330917593364134
0.457975879992963 0.249783850057473 0.188295905067473 0.301737249687343
0.554086691595419 0.295817650990793 0.278684525411178 0.317107073598661
0.994029263023152 0.138113695130029 0.138043161437351 0.149856392023646
0.976555029784771 0.473244044491539 0.467134272153797 0.727734830894237
0.9909576775419 0.407728751686032 0.404151267952385 0.799788976099222
0.064343395205948 0.825584307349161 0.40216464530134 0.854702103892807
0.163572288405798 0.583672128118763 0.291724773453101 0.640765522126074
0.999148079221974 0.178488047903615 0.178481474481752 0.186197475819262
0.84686805361211 0.261325228803101 0.271807576249797 0.203354534974242
0.130486986483541 0.73115782251975 0.430163189571409 0.776327799266056
0.9073120334503 0.177869698787291 0.108954474842272 0.852473040524324
0.962152870929537 0.113210148081536 0.110386622078286 0.184990061562256
0.11542592830448 0.724712192623635 0.35252888904025 0.773277490533845
0.939336483512056 0.178984474925530 0.180882403439414 0.149596242930392
0.061913334469444 0.812686539136376 0.533020557222496 0.831144379029204
0.455725612689338 0.546390468709394 0.29327657187753 0.75832490546261
0.855455551783887 0.259162267539125 0.276334010308899 0.157534962806919
0.099687208122096 0.814308639862686 0.505546557505868 0.848496346892722
0.237175561251633 0.676911494411274 0.349686811875468 0.77865141488781
0.998889978672127 0.102663977386746 0.10256424945061 0.192407510684956
0.376244676485522 0.220574957473721 0.344261827450049 0.14596793669906
0.0239067318770685 0.849153845770424 0.465010641863298 0.858562381694318
0.988261799002685 0.407409441718864 0.410414837325491 0.154379384591728
0.906172404281044 0.145253111470272 0.146399522033635 0.134181255599559
0.638410085254245 0.31314840930006 0.326289365541885 0.289947211886784
0.667663424876406 0.218598806314592 0.204584966554086 0.246752578576009
0.135405148981387 0.183729318349358 0.110275838535974 0.1952329484781
0.0446173286331836 0.847326129460049 0.431268029882745 0.86675645985612
0.940873055936141 0.0988260401946194 0.096147004499894 0.141456900641862
0.905686555081449 0.528660389481632 0.498432253672495 0.818939428818539
