X	Y	N	BB	BW
0.9568593 0.8445804 NA 0.8781157 0.1007687
0.8022361 0.4440256 NA 0.498182 0.2243384
0.8558654 0.5345525 NA 0.6023151 0.1321808
0.8626736 0.3698336 NA 0.4170873 0.07298948
0.07547323 0.1749776 NA 0.7194847 0.1305271
0.2378886 0.1603400 NA 0.4269915 0.07710627
0.5780715 0.5070568 NA 0.8161468 0.0835818
0.5536977 0.09692156 NA 0.1634942 0.01432926
0.744529 0.4538708 NA 0.4693237 0.4088357
0.7804604 0.5347643 NA 0.6504838 0.1233827
0.4360906 0.758642 NA 0.7522027 0.7636218
0.4091748 0.567859 NA 0.5733984 0.5640227
0.04724375 0.1356147 NA 0.7948958 0.1029233
0.9470535 0.7339027 NA 0.7624178 0.2238534
0.4115555 0.3155198 NA 0.670776 0.06705516
0.6607906 0.5286423 NA 0.4718189 0.639336
0.9773383 0.7560357 NA 0.7663106 0.3129108
0.0835579 0.05591801 NA 0.4307224 0.02174469
