X	Y	N	BB	BW
0.09053498 0.7477548 NA 0.4431219 0.7780803
0.078125 0.7299338 NA 0.01794938 0.7902714
0.04964539 0.8941119 NA 0.1855321 0.9311272
0.1702128 0.4455661 NA 0.2724641 0.4810742
0.04395604 0.8546052 NA 0.4635046 0.8725869
0.3333333 0.5385271 NA 0.1508659 0.7323577
0.1803279 0.7356354 NA 0.1941072 0.8547716
0.3714286 0.4197192 NA 0.02443629 0.6532954
0.2296891 0.7452973 NA 0.333494 0.8680876
0.5555556 0.2493663 NA 0.007911982 0.5511843
0.3714286 0.1034850 NA 0.1863466 0.05452125
0.01030928 0.2145932 NA 0.04853814 0.216323
0.3503326 0.1302429 NA 0.04914585 0.1739745
0.07751938 0.6474543 NA 0.1192350 0.6918424
0.3439490 0.1985176 NA 0.04512985 0.2789345
0.04411765 0.3796122 NA 0.1744884 0.3890795
0.0125 0.9285339 NA 0.1751398 0.9380705
0.2689076 0.5924154 NA 0.1360721 0.7602659
0.2293578 0.6873068 NA 0.1972601 0.833154
0.5614035 0.3690113 NA 0.007764222 0.8314076
0.1681261 0.6228273 NA 0.06683811 0.7351956
0.4634146 0.7065655 NA 0.5212752 0.866589
0.3595506 0.3823037 NA 0.1455383 0.5152247
0.373057 0.5057391 NA 0.01909968 0.7953096
0.4064171 0.2947838 NA 0.4078 0.2174034
0.559322 0.6553042 NA 0.4618641 0.9008244
0.3130512 0.5105155 NA 0.3354984 0.590273
0.1752577 0.639784 NA 0.4286931 0.6846409
0.3372781 0.6321281 NA 0.1894460 0.8574217
0.300578 0.4222213 NA 0.1211831 0.5515931
0.5968992 0.3083233 NA 0.05894437 0.677596
0.4305556 0.539865 NA 0.1644740 0.8236972
0.3721804 0.2027307 NA 0.02610443 0.3074372
0.3873239 0.6576485 NA 0.3740566 0.8369307
0.3776224 0.4445617 NA 0.1017957 0.652532
0.4810127 0.8642721 NA 0.7209987 0.997062
0.5238095 0.4260974 NA 0.01640688 0.8767569
0.372093 0.4578811 NA 0.1453159 0.6431049
0.447205 0.8684619 NA 0.7729526 0.9457278
0.153719 0.7469124 NA 0.0450359 0.8744017
0.2615385 0.8116721 NA 0.6944297 0.8531955
0.4659091 0.2206379 NA 0.07349744 0.3489944
0.2120344 0.3355406 NA 0.06561678 0.4081747
0.55 0.1390660 NA 0.01393536 0.2920033
0.3430233 0.7285733 NA 0.4584941 0.8695881
0.2285714 0.6548824 NA 0.4815208 0.7062488
0.2556391 0.9436282 NA 0.8769728 0.96652
0.5510204 0.09751887 NA 0.06019481 0.1433257
0.1428571 0.8683149 NA 0.8713082 0.867816
0.5365854 0.7936953 NA 0.6984764 0.9039488
0.4873418 0.041464 NA 0.03643249 0.04624704
0.4184397 0.5888586 NA 0.5430969 0.6217848
0.2906977 0.4497668 NA 0.1478619 0.5734984
0.1 0.3485451 NA 0.6507456 0.3149672
0.5147929 0.8658459 NA 0.8168485 0.9178309
0.0909091 0.2567981 NA 0.1888661 0.2635913
0.2927484 0.3627593 NA 0.4285534 0.3355255
0.2911392 0.5066387 NA 0.4555424 0.5276247
0.1882613 0.7388653 NA 0.06481575 0.8951934
0.4117647 0.2778972 NA 0.1197072 0.3886302
0.2426036 0.5150816 NA 0.2388727 0.6035548
0.5801105 0.06513583 NA 0.04688724 0.0903477
0.2428571 0.5124506 NA 0.06578987 0.6557192
