Y X W1 W2 state county
0.004062038 0.041358936 0.044642857 0.002311248 49 570
0.008987846 0.011439077 0.035714286 0.008678582 34 2050
0.004460303 0.099910794 0.017857143 0.002973241 49 3230
0.030797101 0.204710145 0.097345133 0.013667426 65 290
0.045512224 0.004779629 0.044247788 0.045518297 48 910
0.00545809 0.044054581 0.008849558 0.005301794 35 1490
0.024162679 0.009011164 0.044247788 0.023980043 34 2250
0.017762938 0.00754591 0.044247788 0.017561566 49 3370
0.064667248 0.002617921 0.087719298 0.064606742 48 70
0.002512563 0.07160804 0.026315789 0.00067659 63 290
0.007177562 0.012588339 0.01754386 0.007045404 31 510
0.004428341 0.04589372 0.052631579 0.002109705 35 1030
0.008324873 0.011573604 0.043859649 0.007908792 34 1110
0.017455462 0.020694619 0.026086957 0.017273061 49 230
0.020463752 0.008031848 0.034782609 0.020347814 34 1670
0.02899792 0.014315429 0.025641026 0.029046673 66 370
0.005828072 0.056823701 0.017094017 0.005149331 32 810
0.055033809 0.004432757 0.008474576 0.055241114 40 150
0.021135371 0.020611354 0.033898305 0.020866774 40 530
0.005236083 0.010931472 0.025210084 0.005015325 22 870
0.004836759 0.071946796 0.025210084 0.003257329 62 930
0.012134936 0.006909365 0.193277311 0.010874649 14 990
0.042519029 0.007076594 0.117647059 0.04198359 56 1030
0.015804099 0.010420285 0.05 0.015444015 21 1590
0.005428882 0.021715527 0.1 0.003329634 49 3810
0.015744096 0.007559665 0.049586777 0.015486308 24 150
0.008237964 0.005968824 0 0.00828743 49 490
0.006876927 0.014346692 0.024793388 0.006616143 34 630
0.026488139 0.008805123 0.074380165 0.026062697 56 970
0.003574468 0.020595745 0.016528926 0.003302051 49 1110
0.064241197 0.006445427 0.090909091 0.064068196 47 1950
0.010268562 0.096366509 0.040983607 0.006993007 43 350
0.009068924 0.01229343 0.057377049 0.00846766 53 430
0.034562212 0.00969331 0.040983607 0.034499358 44 590
0.067037114 0.003625234 0.057377049 0.067072261 41 890
0.003665445 0.040986338 0.016260163 0.003127172 73 230
0.362409906 0.005682868 0.211382114 0.363273082 45 1130
0.022279278 0.010187179 0.06504065 0.021839177 53 1310
0.009626955 0.14921781 0.040322581 0.004243281 62 1170
0.007199424 0.029757619 0.032258065 0.006430868 49 4650
0.022321429 0.019929847 0.056 0.021636571 21 130
0.050342131 0.01018247 0.056 0.050283927 52 450
0.223241115 0.006476013 0.192 0.223444752 45 570
0.008236505 0.006128352 0.016 0.008188635 22 1350
0.005633291 0.022896602 0 0.005765297 44 530
0.05267868 0.005125493 0.063492063 0.052622971 41 770
0.012989458 0.01185994 0.015873016 0.012954849 21 1390
0.068623157 0.018542853 0.039370079 0.069175841 43 50
0.004635683 0.015095685 0 0.004706734 31 390
0.010523096 0.00776996 0.086614173 0.009927241 22 630
0.001764446 0.056462285 0 0.001870033 72 690
0.073175485 0.012569424 0.279069767 0.070554569 41 70
0.007376492 0.012520625 0.007751938 0.007371732 34 250
0.083941606 0.024779101 0.379844961 0.076423084 45 950
0.034926471 0.014935662 0.230769231 0.03195708 45 110
0.033798604 0.012961117 0.076923077 0.033232323 56 950
0.032416448 0.00725325 0.061538462 0.032203676 34 2010
0.031447434 0.009228367 0.038461538 0.031382102 34 2150
0.073038616 0.023064826 0.303030303 0.067608657 45 930
0.01240709 0.007604345 0.060150376 0.012041251 24 270
0.009674945 0.007846145 0.060150376 0.009275776 22 750
0.01572641 0.0166001 0.007518797 0.015864957 40 8400
0.148243913 0.007218272 0.298507463 0.147151384 45 90
0.016173515 0.006263731 0.044776119 0.015993226 49 2930
0.02884338 0.03865013 0.037313433 0.02850285 49 4890
0.00874176 0.019346518 0.02962963 0.00832968 49 90
0.010928576 0.009518438 0.051851852 0.010535308 22 310
0.024053545 0.028236771 0.014814815 0.024321997 66 450
0.050120982 0.011666091 0 0.050712599 40 610
0.00971251 0.017482517 0 0.00988533 43 730
0.008090494 0.010113117 0.074074074 0.007416377 34 790
0.021375114 0.007268616 0.066666667 0.021043497 24 1050
0.005291954 0.006054355 0.022222222 0.005188828 22 1070
0.005869797 0.024190679 0.036764706 0.005103901 61 90
0.017888055 0.019619158 0.007352941 0.018098882 21 1710
0.036409374 0.01800609 0.169117647 0.033976001 34 1930
0.035264039 0.012077934 0.058394161 0.03498126 42 1250
0.007058462 0.010510971 0.01459854 0.006978367 22 1830
0.003175467 0.012429686 0.00729927 0.003123565 49 2330
0.010715777 0.006401633 0.043478261 0.010504692 53 90
0.045051289 0.01912947 0.072463768 0.044516676 52 370
0.030957 0.011154219 0.028985507 0.030979238 40 1070
0.042709232 0.019844694 0.065217391 0.042253521 40 1510
0.005575648 0.02079566 0.057971014 0.004462912 49 2090
0.007905138 0.091567852 0.050359712 0.003625816 63 150
0.000478354 0.033245635 0 0.000494805 35 570
0.024079367 0.00456621 0.050359712 0.023958815 49 2770
0.026221398 0.017316017 0.442857143 0.018879799 45 150
0.048079048 0.00441961 0.05 0.04807052 42 930
0.019207224 0.010713193 0.057142857 0.018796411 44 2750
0.007426662 0.013089491 0.028368794 0.007148904 34 490
0.00236421 0.008547527 0 0.002384592 49 1790
0.055921202 0.006400073 0.14893617 0.055322065 47 1910
0.058599168 0.049583911 0.356643357 0.043049982 43 370
0.07197272 0.0103751 0.195804196 0.070674487 45 690
0.119586272 0.005226417 0.167832168 0.119332794 51 710
0.07004749 0.012126866 0.034965035 0.070478153 51 1370
0.004212027 0.009266459 0.06993007 0.003597358 49 2270
0.008467059 0.011611967 0.027777778 0.008240189 22 490
0.005555556 0.16 0.020833333 0.002645503 71 510
0.003840983 0.02765508 0.013888889 0.003555204 67 530
0.038467652 0.011444921 0.006944444 0.03883261 34 1050
0.033320076 0.006407707 0.124137931 0.032734389 46 670
0.039879019 0.016242859 0.062068966 0.039512639 40 7900
0.000740192 0.053663953 0 0.000782167 40 8300
0.089669168 0.006890368 0.006849315 0.090243787 54 190
0.011855565 0.009890929 0.04109589 0.011563462 34 270
0.003144654 0.091823899 0.020547945 0.001385042 72 310
0.138720305 0.025316456 0.068493151 0.140544387 66 430
0.220729887 0.009903677 0.267123288 0.220265826 45 1090
0.013125265 0.008830823 0.198630137 0.011472509 22 1330
0.003773585 0.039892183 0.013513514 0.003368894 67 10
0.029166442 0.007964268 0.040540541 0.029075129 42 450
0.0261772 0.011462206 0.047297297 0.02593231 34 1310
0.024882924 0.010344587 0.108108108 0.024012995 22 1730
0.002156722 0.035705727 0 0.002236581 35 290
0.027335072 0.014391964 0.046979866 0.027048216 34 430
0.016908213 0.012853692 0.040268456 0.016604037 22 470
0.012685247 0.009087028 0.033557047 0.012493845 53 1410
0.019951632 0.018137848 0.08 0.018842365 52 330
0.067484663 0.004018539 0.02 0.067676251 54 1630
0.041948363 0.008038328 0.033112583 0.042019964 42 1150
0.022061432 0.010711499 0.046357616 0.021798365 22 1290
0.017898337 0.012011773 0.059602649 0.017391304 44 1850
0.007354896 0.013380594 0.079470199 0.006376864 31 1850
0.011743895 0.007518058 0.026143791 0.011634815 22 270
0.024312699 0.009538059 0.039215686 0.024169184 42 910
0.030434783 0.133043478 0.150326797 0.012036108 64 1030
0.017265044 0.011052518 0.045751634 0.016946676 53 1170
0.038166097 0.006193445 0.006493506 0.038363482 48 410
0.031397355 0.008855664 0.038961039 0.031329775 51 1010
0.012371421 0.007135576 0.038961039 0.012180325 22 1450
0.037963582 0.006431674 0.051948052 0.037873056 40 1610
0.223493379 0.013962706 0.038709677 0.226109995 45 530
0.006587146 0.006943208 0.012820513 0.006543564 22 230
0.038376384 0.012792128 0.051282051 0.038209154 53 350
0.022631377 0.011967779 0.038461538 0.02243963 22 1470
0.009100101 0.017526121 0.019230769 0.008919383 49 3070
0.039124947 0.011008274 0.038216561 0.039135058 42 710
0.007794797 0.014230037 0.038216561 0.007355645 49 770
0.015951359 0.011230329 0.178343949 0.014106923 46 1130
0.02681956 0.014878696 0.133757962 0.025204425 34 1570
0.005984043 0.026097074 0.025477707 0.005461683 49 3250
0.044395305 0.013437659 0.120253165 0.043362069 42 290
0.02563788 0.019381747 0.063291139 0.02489367 66 590
0.034555625 0.009819764 0.012658228 0.034772784 47 890
0.005815765 0.016408765 0.037974684 0.005279274 31 1590
0.003642384 0.052649007 0.012578616 0.003145753 66 290
0.019873409 0.01082148 0.144654088 0.018508325 24 1110
0.005020818 0.019715895 0.01863354 0.004747033 66 150
0.121402327 0.024647887 0.391304348 0.114581698 45 770
0.006428801 0.051751848 0.049689441 0.004067797 32 830
0.003243965 0.01536113 0.01863354 0.003003876 31 1770
0.030379747 0.031353457 0.043478261 0.02995577 49 2730
0.015822893 0.005560323 0.024691358 0.015773306 14 10
0.027647835 0.009715725 0.030864198 0.027616279 34 230
0.00863061 0.031261987 0.024539877 0.008117205 48 130
0.019168534 0.020288773 0.073619632 0.01804091 52 270
0.014751211 0.035887274 0.190184049 0.008221055 32 690
0.00869329 0.044281445 0.098159509 0.004548039 49 1750
0.023341232 0.019312796 0.159509202 0.020659659 34 1810
0.009024006 0.01436832 0.030487805 0.008711111 41 470
0.007937224 0.014792099 0.06097561 0.007140895 22 1510
0.004449388 0.061179088 0.012121212 0.003949447 72 130
0.007996668 0.013744273 0.012121212 0.007939189 31 530
0.021980279 0.011366749 0.054216867 0.021609641 46 1330
0.011843228 0.008330406 0.036144578 0.011639087 21 1490
0.008637789 0.010621281 0.078313253 0.007889801 24 1590
0.010012516 0.104505632 0.035928144 0.00698812 62 270
0.034103599 0.014345847 0.047904192 0.033902737 42 470
0.111685988 0.006535439 0.083333333 0.111872504 51 130
0.063643351 0.025980015 0.124260355 0.062026515 46 450
0.01092233 0.041019417 0.029585799 0.010124019 14 530
0.066477916 0.019139298 0.071005917 0.066389562 43 1310
0.083212048 0.010757451 0 0.084116932 40 30
0.001996008 0.169660679 0.005882353 0.001201923 62 470
0.093881579 0.011184211 0.082352941 0.094011976 51 730
0.02310419 0.010760856 0.129411765 0.021947786 22 770
0.004031677 0.024478042 0.005882353 0.00398524 32 2070
0.025254105 0.01336982 0.087719298 0.024407639 22 1230
0.003441946 0.039467646 0.01744186 0.002866699 73 130
0.007665505 0.008561473 0.01744186 0.007581082 21 450
0.012178517 0.01301059 0.01744186 0.012109135 34 1630
0.035778321 0.01409943 0.12716763 0.034471357 47 490
0.050546939 0.00564898 0.057803468 0.050505714 44 1150
0.005083023 0.019654354 0.063218391 0.003917502 53 70
0.047399329 0.00810962 0.051724138 0.04736397 47 510
0.00399844 0.016968988 0.022988506 0.003670635 32 1510
0.025666017 0.019059996 0.159090909 0.023073526 34 150
0.003584229 0.105137395 0.017045455 0.00200267 62 490
0.03757743 0.005166897 0.039772727 0.037566028 47 1590
0.002905552 0.006161171 0.011363636 0.002853117 49 3030
0.047638148 0.005461109 0.033898305 0.047713594 41 150
0.009146048 0.017040531 0.02259887 0.008912831 34 870
0.046477237 0.006232175 0.062146893 0.046378968 41 1030
0.016706444 0.016247476 0.101694915 0.01530279 34 1130
0.01166049 0.015999277 0.033898305 0.011298916 34 1650
0.005820643 0.011979695 0.016949153 0.00568571 32 2050
0.007528231 0.074445839 0.056179775 0.003615002 72 550
0.013315927 0.023368146 0.055865922 0.012297821 44 950
0.00726979 0.010327718 0.011173184 0.007229056 49 2530
0.007335105 0.010338454 0.033519553 0.00706157 49 4870
0.004433186 0.1139962 0.016666667 0.002859185 68 350
0.003804348 0.097826087 0.027777778 0.001204819 37 1170
0.002149382 0.032240731 0.033333333 0.001110494 32 1930
0.039783978 0.01620162 0.044444444 0.039707228 49 2910
0.006091757 0.034456501 0.016574586 0.005717666 32 170
0.009888476 0.013457249 0.082872928 0.008892908 22 1210
0.006807796 0.016879605 0.022099448 0.006545248 49 1930
0.015709014 0.009594096 0.06043956 0.015275708 22 710
0.008234218 0.083257091 0.027472527 0.006487026 71 1050
0.000402253 0.073612228 0 0.000434216 72 150
0.015591253 0.012351512 0.109289617 0.014419463 53 550
0.002204262 0.134459956 0.010928962 0.000848896 64 610
0.004754358 0.048335975 0.027322404 0.003608104 35 690
0.034190683 0.009451503 0.103825137 0.033526253 24 790
0.026894064 0.012003936 0.010928962 0.027088036 34 910
0.00449827 0.06366782 0.043478261 0.001847746 62 170
0.009527299 0.067423965 0.005434783 0.009823183 43 530
0.080652616 0.008504345 0.190217391 0.079712847 24 1290
0.01426025 0.054961378 0.005405405 0.014775228 66 270
0.010388762 0.012087553 0.032432432 0.010119048 22 410
0.019016122 0.025492628 0.064864865 0.017816742 43 490
0.017258815 0.01247219 0.097297297 0.016247952 49 990
0.040313292 0.042616909 0.037837838 0.040423484 62 1090
0.087336449 0.00864486 0.362162162 0.084939901 40 1850
0.036160916 0.02802471 0.048387097 0.035808402 52 150
0.017988269 0.008081686 0.021505376 0.017959613 34 190
0.004243009 0.036258438 0.037234043 0.003001801 67 210
0.004692244 0.051890698 0.026595745 0.00349345 68 270
0.002875767 0.036042945 0.026595745 0.001988862 32 1190
0.001359619 0.042601405 0.005319149 0.001183432 32 1790
0.027414562 0.014041605 0.063492063 0.026900761 40 5900
0.002115283 0.03349198 0.021052632 0.001459055 67 130
0.008367645 0.012684287 0.068062827 0.007600726 22 1790
0.002072665 0.023287003 0.010471204 0.001872425 32 1850
0.03469775 0.051775549 0.22513089 0.0242996 49 4730
0.014220904 0.008375502 0.067708333 0.013769136 22 510
0.009761388 0.018931177 0.072916667 0.008542714 34 1390
0.010049437 0.015560418 0.015625 0.009961307 21 1470
0.012968394 0.012512219 0.109375 0.011746849 49 2030
0.01019665 0.017571012 0.067357513 0.009174312 22 90
0.001308901 0.084205934 0 0.001429252 37 1210
0.063416189 0.020501381 0.165803109 0.061273181 49 3610
0.019027484 0.031549846 0.072164948 0.01729639 49 130
0.014478706 0.01175259 0.030927835 0.014283087 21 610
0.058104511 0.00679462 0.128865979 0.057620425 53 790
0.011084547 0.010595523 0.066666667 0.010489318 24 1350
0.006266067 0.031491003 0.015306122 0.00597213 72 630
0.016243323 0.021367055 0.086734694 0.014704244 40 5400
0.034226332 0.018781581 0.076142132 0.033424019 56 750
0.003604325 0.039447337 0.010152284 0.003335418 62 830
0.00916358 0.007681809 0.030456853 0.008998743 49 1330
0.018899172 0.006397142 0.050761421 0.018694032 49 4410
0.011712153 0.010786076 0.186868687 0.009802302 22 110
0.018756623 0.006993995 0.03030303 0.018675299 53 190
0.054035482 0.006184408 0.03030303 0.054183167 42 310
0.007861635 0.077830189 0.075757576 0.002131287 35 710
0.064566331 0.007515658 0.141414141 0.063984396 51 1930
0.004407875 0.019492605 0.055276382 0.003396603 32 770
0.010031035 0.011028597 0.015075377 0.009974783 34 1010
0.058690745 0.064172847 0.547738693 0.025155065 40 1010
0.012139909 0.007973076 0.005025126 0.012197092 49 2510
0.019206785 0.049887753 0 0.02021528 43 190
0.039437315 0.009921027 0.054726368 0.039284112 52 430
0.008962264 0.02370283 0.024875622 0.008575915 49 4090
0.012012012 0.121921922 0.078817734 0.002735978 65 250
0.004988613 0.022014966 0.034482759 0.004324684 31 1150
0.006429652 0.025718608 0.058823529 0.005046584 32 70
0.023235031 0.18230563 0.117647059 0.002185792 65 150
0.017481727 0.015447216 0.043902439 0.017067197 42 10
0.004692294 0.012332311 0.019512195 0.004507248 34 70
0.008567604 0.055153949 0.024271845 0.007650893 43 610
0.009057706 0.03009496 0.04368932 0.00798313 49 2650
0.086555891 0.010422961 0.053140097 0.086907851 47 230
0.009524366 0.012095361 0.033816425 0.009226947 34 370
0.011620958 0.013745933 0.028985507 0.011378939 21 390
0.012074643 0.228320527 0.038461538 0.004267425 65 90
0.01926858 0.010273299 0.052631579 0.018922275 22 50
0.042440318 0.032610392 0.28708134 0.034193548 42 170
0.049163595 0.011851432 0.196172249 0.047400436 24 530
0.012607028 0.011083679 0.066350711 0.012004674 24 210
0.002229378 0.052266535 0 0.002352326 63 610
0.071277082 0.004387242 0.085308057 0.071215254 47 710
0.027341192 0.034708579 0.037735849 0.026967436 62 30
0.003667482 0.086389568 0.033018868 0.000892061 37 70
0.063050154 0.043398158 0.103773585 0.061202654 45 370
0.007585247 0.014752958 0.018867925 0.007416302 21 410
0.008773938 0.016174563 0.023584906 0.008530438 24 750
0.007998488 0.013477768 0.018691589 0.0078524 34 330
0.003453039 0.073895028 0.028037383 0.001491424 37 1190
0.016338336 0.01680738 0.004651163 0.016538125 21 30
0.005132592 0.183917879 0.027906977 0 65 210
0.005481121 0.130937881 0.027906977 0.002102313 64 370
0.035998085 0.00689325 0.069444444 0.035765931 51 590
0.028010534 0.051951161 0.036866359 0.027525253 43 890
0.004399472 0.047954245 0.032110092 0.003003697 35 170
0.018678939 0.014753655 0.091743119 0.017584833 22 450
0.016085409 0.010344009 0.077981651 0.015438462 34 1450
0.01223184 0.020605947 0.0456621 0.011528485 34 50
0.003976862 0.079537238 0.013636364 0.003142184 62 350
0.040073277 0.025188917 0.036363636 0.040169133 34 550
0.023926639 0.007729604 0.059090909 0.023652716 22 650
0.049276848 0.003417688 0.045454545 0.049289957 48 830
0.020874555 0.021764939 0.090909091 0.019316343 21 830
0.016044121 0.013850589 0.162895928 0.01398157 46 350
0.017536223 0.013742926 0.049773756 0.017087011 22 370
0.008181246 0.13971051 0.031531532 0.004389173 64 690
0.010111309 0.009431557 0.085585586 0.009392692 24 910
0.007216309 0.040230922 0.130044843 0.002067669 32 650
0.052493037 0.006825625 0.098654709 0.052175789 41 1250
0.016548463 0.13179669 0.044843049 0.012253233 23 1430
0.022582102 0.014452545 0.0625 0.021996727 34 1770
0.003206841 0.039907358 0.017857143 0.002597885 32 1810
0.006735897 0.062868369 0.03125 0.005091345 49 2590
0.043289574 0.024411414 0.062222222 0.042815836 40 1530
0.005992809 0.029964043 0.013333333 0.005766063 21 1750
0.001903855 0.107567825 0.008849558 0.001066667 37 710
0.000978474 0.074037834 0.004405286 0.000704473 35 490
0.012618297 0.044755521 0.013215859 0.012590299 43 550
0.018072289 0.075970549 0.052863436 0.01521188 23 790
0.004694836 0.059467919 0.052631579 0.001663894 62 810
0.010190217 0.154891304 0.052631579 0.002411576 62 910
0.005028981 0.019434027 0.026315789 0.004607093 31 1210
0.005385392 0.038707506 0.056521739 0.003326331 67 470
0.00359928 0.068986203 0.013043478 0.002899485 35 730
0.008712871 0.045544554 0.034782609 0.00746888 40 1875
0.001624507 0.053608726 0.012987013 0.000980873 63 710
0.041786942 0.031752577 0.03030303 0.042163543 62 1050
0.056437921 0.006353031 0.090517241 0.05622003 41 1270
0.010970983 0.007929184 0.043103448 0.010714163 42 1390
0.056534462 0.014507191 0.231759657 0.053955016 21 1810
0.008782435 0.093413174 0.068376068 0.002642008 63 370
0.023164279 0.015098722 0.106837607 0.021881551 24 970
0.008199922 0.018352206 0.025531915 0.007875895 66 50
0.001155624 0.090523883 0.008510638 0.000423549 65 170
0.004176904 0.057739558 0.004255319 0.004172099 67 510
0.064491711 0.017788207 0.259574468 0.060958693 56 1090
0.039528024 0.138643068 0.272340426 0.002054795 62 1130
0.001158749 0.068366165 0.008474576 0.000621891 35 1650
0.017337079 0.016240663 0.063291139 0.016578434 34 410
0.001258653 0.074889868 0 0.001360544 64 110
0.023231018 0.007689822 0.079831933 0.022792394 51 1450
0.013851724 0.037620022 0.012552301 0.013902519 62 110
0.004535147 0.019355361 0.020920502 0.004211743 31 710
0.001570133 0.041870202 0.016666667 0.000910415 32 470
0.011030589 0.006985069 0.054166667 0.010727161 49 3490
0.007108331 0.034262155 0.004149378 0.007213308 21 710
0.004630395 0.019927237 0.004149378 0.004640175 31 1730
0.006213753 0.10024855 0.041322314 0.002302026 37 750
0.007616487 0.108870968 0.04526749 0.003016591 64 70
0.008241577 0.016021626 0.037037037 0.007772715 34 1170
0.006481511 0.007939852 0.073469388 0.005945381 24 370
0.004483826 0.026155653 0.020408163 0.004056128 32 1370
0.007749207 0.087002466 0.08097166 0.000771605 37 690
0.163854806 0.063139059 0.441295547 0.145156889 45 750
0.003312102 0.020976645 0.024291498 0.002862595 32 890
0.003612554 0.055768797 0.028340081 0.00215208 35 1350
0.015358173 0.013750277 0.056451613 0.014785248 49 10
0.004689755 0.089466089 0.024193548 0.002773376 72 210
0.022407849 0.016441262 0.161290323 0.020086277 45 1170
0.017258271 0.01869018 0.245967742 0.012902235 49 3630
0.019776119 0.009253731 0.056451613 0.019433564 49 4230
0.024838013 0.268898488 0.080321285 0.004431315 65 110
0.010583658 0.038754864 0.040160643 0.009391192 49 250
0.055314971 0.006269198 0.0562249 0.05530923 41 550
0.001120762 0.070047632 0.004 0.000903887 35 1050
0.034200312 0.007671384 0.103585657 0.033663915 24 870
0.018496899 0.009157242 0.047808765 0.018226002 53 1150
0.00345411 0.017693501 0.019920319 0.003157517 31 1810
0.010310363 0.026512362 0.05952381 0.008970064 22 70
0.009134234 0.100079428 0.011904762 0.008826125 43 850
0.017555373 0.010336341 0.027777778 0.017448607 49 1210
0.044425459 0.053823152 0.015873016 0.046049661 49 2490
0.005046584 0.098602484 0.043307087 0.000861326 71 430
0.011714805 0.025752373 0.070588235 0.010158599 46 830
0.007243461 0.034205231 0.070588235 0.005 32 1630
0.017909526 0.039524471 0.15625 0.012216685 46 10
0.005100671 0.022908277 0.0234375 0.004670757 32 870
0.070093458 0.046010065 0.26171875 0.060851545 45 890
0.036684467 0.029719062 0.0546875 0.036133046 42 1170
0.004082274 0.020097347 0.0234375 0.003685307 22 1810
0.004095892 0.030960125 0.023346304 0.003480855 31 30
0.00748363 0.1202058 0.023346304 0.005316321 64 1090
0.020097671 0.016153268 0.104651163 0.018709431 24 730
0.030682571 0.017163685 0.003861004 0.031150968 43 10
0.017563156 0.009189611 0.015444015 0.017582811 42 70
0.012666415 0.013960006 0.030888031 0.01240844 34 830
0.083785058 0.03075654 0.402298851 0.073677812 45 50
0.002573175 0.041974912 0.01532567 0.002014437 61 170
0.002638522 0.05760774 0.022900763 0.001399907 62 950
0.00263095 0.062903612 0.022813688 0.001276161 68 110
0.044343826 0.018901825 0.011406844 0.04497839 47 1250
0.006847027 0.014696059 0.034090909 0.006440678 34 130
0.020490531 0.082272586 0.154716981 0.008457375 13 410
0.028523302 0.01493543 0.056390977 0.028100775 42 830
0.021274377 0.027948691 0.074626866 0.019740371 34 1510
0.00495322 0.14804623 0.011152416 0.003875969 62 190
0.006189003 0.064032373 0.022304833 0.00508647 37 330
0.003832886 0.052127252 0.029411765 0.002426203 68 50
0.008965028 0.01207172 0.036764706 0.008625337 22 850
0.005624121 0.04249336 0.022058824 0.004894763 63 870
0.024050024 0.010942761 0.036630037 0.023910841 49 370
0.21899599 0.020273281 0.432234432 0.214583491 45 450
0.005827506 0.079545455 0.010989011 0.00538145 49 2950
0.040222565 0.018368305 0.434306569 0.03284846 52 210
0.003652665 0.04549228 0.018248175 0.002957036 62 730
0.003668042 0.025126089 0.040145985 0.002727871 53 1390
0.015936022 0.008055572 0.039855072 0.015741776 53 510
0.006408094 0.093086003 0.036231884 0.003346969 64 750
0.021139706 0.042279412 0.043478261 0.020153551 34 2190
0.013740734 0.02504068 0.014440433 0.013722763 34 30
0.017722004 0.026535109 0.0433213 0.017024208 52 390
0.0090009 0.023075035 0.074468085 0.007454561 49 550
0.005852231 0.068763716 0.017730496 0.004975124 43 1110
0.003833209 0.026458489 0.021201413 0.003361183 32 30
0.005867449 0.018869183 0.017667845 0.005640503 32 730
0.006151909 0.013708584 0.024734982 0.00589362 22 1690
0.047025386 0.018345068 0.073943662 0.04652234 52 170
0.014218933 0.027658746 0.066901408 0.012720353 52 250
0.037311458 0.037576078 0.102112676 0.034781413 53 770
0.008592201 0.018770654 0.077464789 0.007274687 49 3990
0.005035247 0.095669688 0.031578947 0.002227171 63 130
0.018126445 0.010457564 0.049122807 0.017798873 22 1050
0.001172726 0.048081756 0.006968641 0.000879972 63 750
0.025411653 0.011360038 0.080139373 0.0247828 46 750
0.016442308 0.027596154 0.090592334 0.014337981 42 1070
0.09191127 0.012861304 0.163763066 0.090975123 51 1330
0.002343292 0.084358524 0.003472222 0.002239283 61 150
0.007651642 0.020033389 0.027777778 0.007240204 34 530
0.017036593 0.034553089 0.152777778 0.012178452 34 1730
0.05101458 0.00868781 0.020761246 0.051279719 54 1790
0.033573834 0.027898028 0.020689655 0.033943592 43 390
0.052691408 0.019391508 0.389655172 0.046027958 56 670
0.00867679 0.070137383 0.065292096 0.004406428 32 630
0.011025358 0.080485116 0.078767123 0.005095923 62 250
0.013733631 0.046630469 0.034246575 0.012730318 43 970
0.007071943 0.019855841 0.04109589 0.006382684 22 1370
0.006361616 0.022380624 0.078767123 0.004704038 53 1510
0.005969101 0.102879213 0.017064846 0.004696673 62 370
0.00871731 0.036488169 0.105802048 0.005040713 32 550
0.006247397 0.122032486 0.037542662 0.001897533 73 590
0.004949951 0.032339677 0.030612245 0.004092304 32 950
0.008246289 0.08108851 0.071186441 0.002692193 68 450
0.003292324 0.051290937 0.02027027 0.002374429 63 450
