Xnew Y W1 W2new
0.498596476827431 0.238711880967412 0.220277600819892 0.257042959050484
0.78572305772164 0.402401705309351 0.45353497255769 0.214903290097365
0.939336483512056 0.354966348571653 0.368229405003911 0.149596242930392
0.38568737022862 0.171571289869411 0.210667551952579 0.147025262687392
0.00255969265297035 0.812391687756701 0.335992217955999 0.813614253371651
0.309633677713406 0.353174483935296 0.253622287116004 0.397824276126071
0.0376821391222256 0.87703384053302 0.155878781717679 0.905272602754673
0.82868560374468 0.186288342972712 0.174902215182468 0.241365559998361
0.34548792891508 0.58947419366171 0.157320388815432 0.817589043799807
0.356482580696371 0.671692587576054 0.35252888904025 0.848496346892722
0.482666632742316 0.278320232298412 0.324200132861656 0.235514763877152
0.163572288405798 0.706583589311162 0.338064404220948 0.77865141488781
0.989307387070938 0.215985021565883 0.216408128310676 0.176838123523222
0.09160192832688 0.837694202020946 0.410414837325491 0.880780614201786
0.344278323021192 0.525737705655543 0.370928900397051 0.607018099051826
0.00437363281746996 0.140823819675014 0.589681759120129 0.138852056090755
0.00123362285312366 0.859688369174572 0.412219148771982 0.860241059242028
0.438210253628466 0.566564051991841 0.302232291907272 0.772749530414782
0.667663424876406 0.173019417226339 0.129624664848812 0.260199376228048
0.921215935412795 0.472833044681718 0.496674653770802 0.194054965208092
0.061683194401788 0.81596668090764 0.341844442903179 0.847134591364487
0.9927109611331 0.308400037604889 0.309537751947692 0.153452105598675
0.694809516809531 0.124009819193673 0.075107262706684 0.235343440374349
0.455725612689338 0.471316313982788 0.156025357501337 0.73531213606784
0.865725123310847 0.163033448198098 0.154433783035682 0.218479011558399
0.130486986483541 0.735824094642808 0.465923630124202 0.776327799266056
0.0859381256270335 0.754778684585754 0.422806643742216 0.785989979740412
0.871543985465765 0.378083243579631 0.400737166782668 0.224381678211914
0.99838364629664 0.374631955785216 0.374983429419515 0.157534962806919
